inf, inf
inf, inf
inf, 137.632
126.302, 119.539
110.701, 117.585
108.286, 114.505
106.039, 112.068
103.952, 109.657
101.953, 107.526
100.011, 105.290
98.117, 103.473
96.288, 101.206
94.536, 100.543
92.932, 96.851
91.506, 99.919
90.427, 93.319
88.450, 97.041
87.499, 90.016
85.348, 93.534
84.433, 86.863
82.485, 90.363
81.478, 83.929
79.679, 86.825
78.532, 80.986
77.070, 83.982
75.887, 78.315
74.438, 80.730
73.161, 75.669
71.897, 77.710
70.615, 73.416
69.361, 74.985
68.184, 71.098
66.991, 72.147
65.857, 69.046
64.707, 69.306
63.587, 66.995
62.466, 66.786
61.364, 64.514
60.278, 64.290
59.194, 61.985
58.171, 61.624
57.191, 59.445
56.234, 59.138
55.320, 57.063
54.472, 57.120
53.592, 55.160
52.755, 55.359
51.949, 53.487
51.179, 53.955
50.408, 51.930
49.715, 52.824
48.980, 50.621
48.338, 51.649
47.673, 49.077
47.123, 50.260
46.397, 47.792
45.803, 48.893
45.070, 46.532
44.486, 47.791
43.806, 45.144
43.240, 46.780
42.611, 43.963
41.839, 45.487
41.297, 42.799
40.575, 44.705
40.125, 41.763
39.186, 43.465
38.808, 40.663
38.115, 42.900
37.867, 39.720
36.845, 41.256
36.579, 38.871
35.644, 39.804
35.366, 37.780
34.542, 38.487
34.261, 36.818
33.501, 37.409
33.216, 35.896
32.583, 36.614
32.330, 35.041
31.635, 35.413
31.301, 34.292
30.900, 34.855
30.623, 33.648
30.190, 34.122
29.912, 32.956
29.548, 33.402
29.208, 32.324
28.868, 32.667
28.501, 31.782
28.141, 31.991
27.790, 31.217
27.449, 31.346
27.109, 30.678
26.724, 30.721
26.396, 30.198
26.085, 30.167
25.777, 29.732
25.420, 29.515
25.088, 29.200
24.749, 28.964
24.458, 28.666
24.210, 28.365
23.980, 28.108
23.752, 27.935
23.517, 27.740
23.289, 27.531
23.069, 27.355
22.846, 27.187
22.602, 27.013
22.380, 26.864
22.158, 26.685
21.956, 26.514
21.770, 26.361
21.584, 26.253
21.384, 26.104
21.203, 25.949
21.036, 25.847
20.865, 25.740
20.648, 25.654
20.446, 25.549
20.274, 25.407
20.124, 25.287
19.983, 25.146
19.846, 25.008
19.715, 24.879
19.593, 24.749
19.476, 24.626
19.363, 24.515
19.253, 24.387
19.147, 24.286
19.045, 24.171
18.945, 24.076
18.843, 23.924
18.730, 23.813
18.626, 23.692
18.524, 23.575
18.424, 23.464
18.327, 23.353
18.232, 23.253
18.139, 23.156
18.047, 23.060
17.957, 22.964
17.869, 22.877
17.785, 22.793
17.701, 22.705
17.620, 22.617
17.543, 22.536
17.468, 22.442
17.394, 22.355
17.322, 22.262
17.252, 22.192
17.184, 22.119
17.118, 22.049
17.051, 21.961
16.987, 21.892
16.922, 21.805
16.857, 21.737
16.792, 21.628
16.718, 21.551
16.648, 21.444
16.579, 21.369
16.509, 21.264
16.440, 21.200
16.372, 21.123
16.301, 21.064
16.234, 20.946
16.163, 20.892
16.095, 20.769
16.029, 20.723
15.962, 20.595
15.899, 20.580
15.837, 20.427
15.762, 20.404
15.679, 20.202
15.578, 20.181
