inf, 415.926
inf, 409.883
inf, 403.866
inf, 397.908
inf, 391.995
inf, 386.122
inf, 380.276
inf, 374.462
inf, 368.547
inf, 362.529
268.051, 357.256
264.059, 353.210
260.087, 349.907
256.139, 344.824
252.193, 339.749
248.270, 334.767
244.420, 329.807
240.650, 325.018
236.920, 320.216
233.155, 315.556
229.447, 310.951
225.858, 306.376
222.335, 301.940
218.924, 297.533
215.748, 293.254
212.566, 288.833
209.318, 284.515
206.069, 280.130
202.815, 275.822
199.526, 271.457
196.207, 267.201
192.765, 263.019
189.423, 259.134
186.252, 255.179
183.092, 251.270
180.039, 247.338
177.093, 243.463
174.211, 239.602
171.340, 235.750
168.479, 231.914
165.580, 227.979
162.641, 224.040
159.755, 220.225
156.903, 216.479
154.124, 212.994
151.470, 209.586
148.836, 206.330
146.258, 203.185
143.726, 200.118
141.188, 196.998
138.661, 193.887
136.183, 190.856
133.736, 187.633
131.050, 184.648
128.543, 181.735
126.142, 179.051
123.850, 176.566
121.673, 173.691
119.517, 170.252
117.378, 166.809
115.312, 163.521
113.306, 160.251
111.347, 156.921
109.492, 153.726
107.863, 150.568
106.301, 147.626
104.960, 145.482
103.880, 143.770
102.944, 144.127
102.261, 141.080
101.266, 142.978
100.865, 139.867
99.335, 136.891
98.734, 139.179
98.109, 136.145
96.568, 133.150
95.905, 135.474
95.339, 132.440
93.817, 129.529
93.180, 131.802
92.735, 128.401
91.154, 127.393
90.450, 125.981
90.072, 127.780
90.035, 124.603
89.162, 126.526
88.840, 123.512
88.082, 125.107
87.680, 122.488
87.024, 123.426
86.521, 121.819
86.046, 122.325
85.598, 120.950
85.158, 121.326
84.741, 119.766
84.345, 120.562
83.963, 118.274
83.612, 119.502
83.170, 117.012
82.830, 118.290
82.325, 115.962
81.989, 117.139
81.506, 115.013
81.189, 116.146
80.683, 113.862
80.376, 115.101
79.866, 112.823
79.566, 114.085
79.038, 112.020
78.745, 113.206
78.236, 111.181
77.958, 112.360
77.437, 110.354
77.188, 111.577
76.648, 109.846
76.325, 111.025
75.917, 109.221
75.642, 110.654
75.194, 108.898
74.937, 110.313
74.463, 108.623
74.236, 110.005
73.748, 108.365
73.516, 109.681
73.051, 108.054
72.822, 109.335
72.360, 107.735
72.135, 108.984
71.688, 107.357
71.467, 108.549
71.015, 107.000
70.779, 108.108
70.354, 106.593
70.119, 107.728
69.694, 106.262
69.464, 107.388
69.045, 105.922
68.807, 107.001
68.395, 105.536
68.163, 106.624
67.752, 105.157
67.518, 106.199
67.124, 104.686
66.904, 105.788
66.505, 104.279
66.281, 105.360
65.886, 103.912
65.669, 104.967
65.284, 103.561
65.074, 104.609
64.683, 103.250
64.473, 104.290
64.085, 103.009
63.886, 104.010
63.484, 102.810
63.273, 103.707
62.887, 102.607
62.692, 103.463
62.289, 102.523
62.111, 103.282
61.674, 102.399
61.478, 103.059
61.071, 102.211
60.858, 102.818
60.468, 102.023
60.256, 102.601
59.861, 101.821
59.634, 102.378
59.263, 101.621
59.030, 102.169
58.666, 101.434
58.438, 101.977
58.069, 101.214
57.833, 101.757
57.491, 100.903
57.264, 101.440
56.964, 100.865
56.667, 101.159
56.480, 100.431
56.144, 100.674
55.971, 100.134
55.685, 100.283
55.506, 99.731
55.302, 99.840
55.127, 99.386
54.943, 99.509
54.763, 99.104
54.585, 99.118
54.416, 98.793
54.240, 98.817
54.067, 98.496
53.896, 98.478
53.726, 98.183
53.562, 98.100
53.408, 97.879
53.235, 97.838
53.066, 97.595
52.898, 97.468
52.731, 97.237
52.565, 97.097
52.399, 96.878
52.243, 96.734
52.081, 96.539
51.916, 96.404
51.752, 96.195
51.589, 96.043
51.433, 95.849
51.272, 95.702
51.110, 95.532
50.949, 95.360
50.789, 95.186
50.635, 95.019
50.481, 94.862
50.318, 94.718
50.163, 94.549
50.010, 94.398
49.862, 94.234
49.714, 94.097
49.560, 93.957
49.410, 93.799
49.262, 93.725
49.116, 93.604
48.976, 93.515
48.832, 93.435
48.693, 93.362
48.555, 93.267
48.416, 93.250
48.275, 93.222
48.136, 93.187
47.987, 93.169
47.842, 93.106
47.700, 93.053
47.559, 92.988
47.422, 92.951
47.281, 92.904
47.140, 92.877
47.002, 92.784
46.863, 92.771
46.726, 92.669
46.589, 92.658
46.452, 92.556
46.317, 92.541
46.180, 92.468
46.044, 92.362
45.910, 92.326
45.776, 92.248
45.649, 92.261
45.520, 92.169
45.393, 92.136
45.266, 92.012
45.140, 91.959
45.014, 91.812
44.887, 91.747
44.759, 91.597
44.635, 91.522
44.508, 91.409
44.383, 91.255
44.259, 91.169
44.135, 91.006
44.013, 90.921
43.889, 90.798
43.767, 90.636
43.646, 90.545
43.523, 90.420
43.403, 90.256
